"Code","Description","Name"
"254904008","Carcinoma of glans penis (disorder)","cancer"
"254912000","Regressed malignant testicular tumor (disorder)","cancer"
"254915003","Clear cell carcinoma of kidney (disorder)","cancer"
"254917006","Papillary cystadenocarcinoma of kidney (disorder)","cancer"
"254955001","Pituitary carcinoma (disorder)","cancer"
"254973003","Malignant astrocytoma of optic nerve (disorder)","cancer"
"254974009","Malignant tumor of optic nerve sheath (disorder)","cancer"
"254975005","Malignant meningioma of optic nerve sheath (disorder)","cancer"
"254993006","Liposarcoma of orbit (disorder)","cancer"
"254995004","Malignant hemangiopericytoma of orbit (disorder)","cancer"
"255003007","Squamous cell carcinoma of conjunctiva (disorder)","cancer"
"255004001","Malignant melanoma of conjunctiva (disorder)","cancer"
"255015006","Malignant melanoma of ciliary body (disorder)","cancer"
"255016007","Adenocarcinoma of pigmented epithelium of ciliary body (disorder)","cancer"
"255017003","Adenocarcinoma of non-pigmented epithelium of ciliary body (disorder)","cancer"
"255028004","Follicular thyroid carcinoma (disorder)","cancer"
"255029007","Papillary thyroid carcinoma (disorder)","cancer"
"255030002","Mixed follicular and papillary thyroid carcinoma (disorder)","cancer"
"255035007","Adrenal carcinoma (disorder)","cancer"
"255037004","Parathyroid carcinoma (disorder)","cancer"
"255071008","Squamous cell carcinoma of lip (disorder)","cancer"
"255088001","Malignant tumor of exocrine pancreas (disorder)","cancer"
"255102004","Angioendotheliomatosis (disorder)","cancer"
"255108000","Carcinoma of bladder (disorder)","cancer"
"255111004","Squamous cell carcinoma of bladder (disorder)","cancer"
"255121007","Carcinomatosis of peritoneal cavity (disorder)","cancer"
"255123005","Metastasis to nervous system and eye (disorder)","cancer"
"255124004","Metastasis to peripheral nerve (disorder)","cancer"
"269544008","Carcinoma of the rectosigmoid junction (disorder)","cancer"
"269616004","Secondary nodes - axilla/arm (disorder)","cancer"
"271943005","Carcinoma of base of tongue (disorder)","cancer"
"275394001","Carcinoma ventral surface of tongue (disorder)","cancer"
"275490009","Carcinoma of tongue base - dorsal surface (disorder)","cancer"
"276803003","Adenocarcinoma of esophagus (disorder)","cancer"
"276804009","Squamous cell carcinoma of esophagus (disorder)","cancer"
"276809004","Early gastric cancer (disorder)","cancer"
"276810009","Late gastric cancer (disorder)","cancer"
"276821000","Malignant melanoma of anus (disorder)","cancer"
"276822007","Malignant melanoma of rectum (disorder)","cancer"
"276827001","Malignant glioma of spinal cord (disorder)","cancer"
"276828006","Glioblastoma multiforme of brain (disorder)","cancer"
"276829003","Glioblastoma multiforme of spinal cord (disorder)","cancer"
"276870001","Carcinoma of fallopian tube (disorder)","cancer"
"276876007","Carcinoma of Bartholin's gland (disorder)","cancer"
"276953005","Squamous cell carcinoma of gum (disorder)","cancer"
"276975007","Carcinoma of larynx (disorder)","cancer"
"277466009","Lymphoproliferative disorder (disorder)","cancer"
"278024000","Rhabdomyosarcoma of bladder (disorder)","cancer"
"278043000","Malignant seminoma of mediastinum (disorder)","cancer"
"278044006","Malignant neuroma of mediastinum (disorder)","cancer"
"278046008","Sarcoma of bladder (disorder)","cancer"
"278050001","Sarcoma of breast (disorder)","cancer"
"278054005","Lobular carcinoma of breast (disorder)","cancer"
"278433008","Malignant infiltration of soft tissue (disorder)","cancer"
"278491007","Mixed seminoma teratoma of testis (disorder)","cancer"
"281702006","Tibial adamantinoma (disorder)","cancer"
"285310000","Carcinoma of anal canal (disorder)","cancer"
"285604008","Metastasis to lung of unknown primary (disorder)","cancer"
"285605009","Metastasis to pleura of unknown primary (disorder)","cancer"
"285609003","Metastasis to small intestine of unknown primary (disorder)","cancer"
"285610008","Metastasis to large intestine of unknown primary (disorder)","cancer"
"285612000","Metastasis to rectum of unknown primary (disorder)","cancer"
"285614004","Metastasis to pancreas of unknown primary (disorder)","cancer"
"285618001","Metastasis to bone of unknown primary (disorder)","cancer"
"285619009","Metastasis to vertebral column of unknown primary (disorder)","cancer"
"285631006","Metastasis to skin of unknown primary (disorder)","cancer"
"285633009","Metastasis to soft tissue of unknown primary (disorder)","cancer"
"285634003","Metastasis to breast of unknown primary (disorder)","cancer"
"285635002","Metastasis to uterus of unknown primary (disorder)","cancer"
"285637005","Metastasis to ovary of unknown primary (disorder)","cancer"
"285639008","Metastasis to kidney of unknown primary (disorder)","cancer"
"285641009","Metastasis to brain of unknown primary (disorder)","cancer"
"285643007","Metastasis to adrenal gland of unknown primary (disorder)","cancer"
"285644001","Metastasis to lymph node of unknown primary (disorder)","cancer"
"286887005","Carcinoma liver and/or biliary system (disorder)","cancer"
"286889008","Carcinoma of upper limb bones/scapula (disorder)","cancer"
"286895009","Carcinoma of breast - upper, outer quadrant (disorder)","cancer"
"286896005","Carcinoma breast - lower, outer quadrant (disorder)","cancer"
"286897001","Carcinoma of breast - axillary tail (disorder)","cancer"
"286899003","Carcinoma of genital organ (disorder)","cancer"
"286902000","Secondary carcinoma of gastrointestinal tract (disorder)","cancer"
"300988009","Transitional cell carcinoma of ureter (disorder)","cancer"
"301756000","Adenocarcinoma of sigmoid colon (disorder)","cancer"
"302851001","Synovial sarcoma (disorder)","cancer"
"307216009","Perforated carcinoma of esophagus (disorder)","cancer"
"307226002","Metastatic adenocarcinoma of unknown origin (disorder)","cancer"
"307502000","Squamous cell carcinoma of mouth (disorder)","cancer"
"307599002","Sebaceous adenocarcinoma (disorder)","cancer"
"307608006","Ewing's sarcoma of bone (disorder)","cancer"
"307609003","Adamantinoma of long bone (disorder)","cancer"
"307610008","Pilomatrix carcinoma of skin (disorder)","cancer"
"31047003","Lymphomatoid papulosis (disorder)","cancer"
"312112002","Carcinoma of transverse colon (disorder)","cancer"
"312114001","Carcinoma of hepatic flexure (disorder)","cancer"
"313249007","Malignant neoplasm of upper eyelid (disorder)","cancer"
"313353007","Squamous cell carcinoma of bronchus in left lower lobe (disorder)","cancer"
"314418005","Leukemic infiltrate of retina (disorder)","cancer"
"314953008","Local recurrence of malignant tumor of thyroid gland (disorder)","cancer"
"314962005","Local recurrence of malignant tumor of gallbladder (disorder)","cancer"
"314965007","Local recurrence of malignant tumor of colon (disorder)","cancer"
"314974009","Local recurrence of malignant tumor of soft tissue (disorder)","cancer"
"314989000","Metastasis from malignant tumor of soft tissues (disorder)","cancer"
"314991008","Metastasis from malignant tumor of adrenal gland (disorder)","cancer"
"314992001","Metastasis from malignant tumor of cervix (disorder)","cancer"
"314994000","Metastasis from malignant tumor of prostate (disorder)","cancer"
"314999005","Metastasis from malignant tumor of pancreas (disorder)","cancer"
"315000005","Metastasis from malignant tumor of liver (disorder)","cancer"
"315002002","Metastasis from malignant tumor of stomach (disorder)","cancer"
"315003007","Metastasis from malignant tumor of esophagus (disorder)","cancer"
"315004001","Metastasis from malignant tumor of breast (disorder)","cancer"
"315005000","Metastasis from malignant tumor of bronchus (disorder)","cancer"
"315007008","Metastasis from malignant tumor of thyroid (disorder)","cancer"
"315009006","Metastasis from malignant tumor of tongue (disorder)","cancer"
"342511000000104","Siewert type II adenocarcinoma (disorder)","cancer"
"354351000119105","Primary malignant neoplasm of left kidney (disorder)","cancer"
"354361000119107","Primary malignant neoplasm of right kidney (disorder)","cancer"
"363357005","Malignant tumor of ill-defined site (disorder)","cancer"
"363363001","Malignant tumor of soft tissue of shoulder (disorder)","cancer"
"363364007","Malignant tumor of soft tissue of hip (disorder)","cancer"
"363500001","Multiple malignancy (disorder)","cancer"
"363510005","Malignant tumor of large intestine (disorder)","cancer"
"363517008","Malignant tumor of urinary tract proper (disorder)","cancer"
"371974006","Malignant neoplasm of border of tongue (disorder)","cancer"
"371984007","Primary malignant neoplasm of esophagus (disorder)","cancer"
"372004005","Primary malignant neoplasm of parotid gland (disorder)","cancer"
"372011009","Malignant tumor of soft tissue of upper limb (disorder)","cancer"
"372094002","Malignant neoplasm of axillary tail of breast (disorder)","cancer"
"372096000","Carcinoma of male breast (disorder)","cancer"
"372101000","Carcinoma of extrahepatic bile duct (disorder)","cancer"
"372108006","Malignant neoplasm of bone of lower limb (disorder)","cancer"
"372111007","Carcinoma of lower lobe, bronchus or lung (disorder)","cancer"
"372113005","Carcinoma of middle lobe, bronchus or lung (disorder)","cancer"
"372131006","Malignant neoplasm of upper limb bones and scapula (disorder)","cancer"
"372136001","Carcinoma of upper lobe, bronchus or lung (disorder)","cancer"
"372138000","Carcinoma of esophagus (disorder)","cancer"
"372139008","Primary malignant neoplasm of gallbladder (disorder)","cancer"
"372142002","Carcinoma of pancreas (disorder)","cancer"
"372143007","Carcinoma of stomach (disorder)","cancer"
"372244006","Malignant melanoma (disorder)","cancer"
"393563007","Glioblastoma multiforme (disorder)","cancer"
"399490008","Adenocarcinoma of prostate (disorder)","cancer"
"399660006","Ring melanoma of ciliary body (disorder)","cancer"
"403900000","Spindle cell squamous cell carcinoma (disorder)","cancer"
"403923002","Spindle cell malignant melanoma (disorder)","cancer"
"403924008","Desmoplastic malignant melanoma (disorder)","cancer"
"403927001","Malignant melanoma of nail apparatus (disorder)","cancer"
"404037002","Malignant peripheral nerve sheath tumor (disorder)","cancer"
"404051002","Embryonal rhabdomyosarcoma (disorder)","cancer"
"405945003","Malignant neoplasm of metatarsal bone of foot (disorder)","cancer"
"408642003","Transitional cell carcinoma of kidney (disorder)","cancer"
"408643008","Infiltrating duct carcinoma of breast (disorder)","cancer"
"408646000","Adenocarcinoma of liver (disorder)","cancer"
"408647009","Adenocarcinoma of stomach (disorder)","cancer"
"409231000000104","[X]Malignant neoplasm of mesothelial and soft tissue (disorder)","cancer"
"413446001","Adenocarcinoma of cecum (disorder)","cancer"
"415110002","Plasma cell myeloma/plasmacytoma (disorder)","cancer"
"416402001","Gestational trophoblastic disease (disorder)","cancer"
"416712009","Clear cell (mesonephric) neoplasm of ovary (disorder)","cancer"
"417570003","Gestational choriocarcinoma (disorder)","cancer"
"423158009","Hurthle cell carcinoma of thyroid (disorder)","cancer"
"423746001","Adenocarcinoma of pelvis (disorder)","cancer"
"424151006","Anaplastic glioma of brain (disorder)","cancer"
"425066001","Carcinoma of urinary bladder, invasive (disorder)","cancer"
"425111000000106","[X]Additional neoplasm classification terms (disorder)","cancer"
"425178004","Adenocarcinoma of rectosigmoid junction (disorder)","cancer"
"427141003","Malignant lymphoma in remission (disorder)","cancer"
"427492003","Hormone refractory prostate cancer (disorder)","cancer"
"427685000","Human epidermal growth factor 2 positive carcinoma of breast (disorder)","cancer"
"443144000","Metastatic sarcoma (disorder)","cancer"
"443493003","Metastatic malignant melanoma (disorder)","cancer"
"443520009","Chondrosarcoma (disorder)","cancer"
"443719001","Leiomyosarcoma (disorder)","cancer"
"444604002","Carcinoma of breast with ductal and lobular features (disorder)","cancer"
"446022000","Malignant epithelial neoplasm of uterus (disorder)","cancer"
"447706001","Leiomyosarcoma of scalp (disorder)","cancer"
"447882007","Malignant epithelial neoplasm of vulva (disorder)","cancer"
"448216007","Malignant epithelial neoplasm of thyroid (disorder)","cancer"
"448992002","Malignant epithelial neoplasm of appendix (disorder)","cancer"
"448993007","Malignant epithelial neoplasm of lung (disorder)","cancer"
"449066004","Malignant neoplasm of upper respiratory tract (disorder)","cancer"
"449153001","Adenocarcinoma of lower esophagus (disorder)","cancer"
"45221000119105","Primary invasive malignant neoplasm of female breast (disorder)","cancer"
"462461000000100","[X]Malignant neoplasm of female genital organs (disorder)","cancer"
"65399007","Langerhans cell histiocytosis (disorder)","cancer"
"67821000119109","Primary small cell malignant neoplasm of lung, TNM stage 2 (disorder)","cancer"
"681601000119101","Primary adenocarcinoma of ascending colon (disorder)","cancer"
"684911000119105","Primary glioblastoma multiforme of frontal lobe (disorder)","cancer"
"68979007","Heavy chain disease (disorder)","cancer"
"700423003","Adenocarcinoma of pancreas (disorder)","cancer"
"707357005","Primary squamous cell carcinoma of laryngeal cartilage (disorder)","cancer"
"707358000","Primary squamous cell carcinoma of larynx (disorder)","cancer"
"707452003","Primary mucinous adenocarcinoma of lung (disorder)","cancer"
"707492001","Primary squamous cell carcinoma of hypopharynx (disorder)","cancer"
"708921005","Carcinoma of central portion of breast (disorder)","cancer"
"711414003","Primary clear cell adenocarcinoma of lung (disorder)","cancer"
"713609000","Invasive carcinoma of breast (disorder)","cancer"
"716649003","Extraovarian primary peritoneal carcinoma (disorder)","cancer"
"716659002","Squamous cell carcinoma of head and neck (disorder)","cancer"
"719052006","Recurrent squamous cell carcinoma (disorder)","cancer"
"721304007","Refractory thrombocytopenia (disorder)","cancer"
"721575005","Primary angiosarcoma of heart (disorder)","cancer"
"721618006","Primary squamous cell carcinoma of upper third of esophagus (disorder)","cancer"
"721619003","Primary squamous cell carcinoma of middle third of esophagus (disorder)","cancer"
"721628002","Primary adenocarcinoma of esophagogastric junction (disorder)","cancer"
"721636006","Primary malignant neuroendocrine neoplasm of body of stomach (disorder)","cancer"
"721696009","Primary adenocarcinoma of transverse colon (disorder)","cancer"
"721716004","Primary cholangiocarcinoma of intrahepatic biliary tract (disorder)","cancer"
"722103009","Hormone sensitive prostate cancer (disorder)","cancer"
"722528008","Primary malignant neuroendocrine neoplasm of lung (disorder)","cancer"
"722542000","Primary squamous cell carcinoma of anal canal (disorder)","cancer"
"722672002","Primary squamous cell carcinoma of base of tongue (disorder)","cancer"
"722682001","Primary small cell carcinoma of endometrium (disorder)","cancer"
"723265000","Primary squamous cell carcinoma of anus (disorder)","cancer"
"723301009","Squamous non-small cell lung cancer (disorder)","cancer"
"724059003","Malignant neoplasm of lower lobe of left lung (disorder)","cancer"
"724060008","Malignant neoplasm of right upper lobe of lung (disorder)","cancer"
"724649000","Langerhans cell sarcoma (disorder)","cancer"
"737310005","Primary squamous cell carcinoma of submandibular gland (disorder)","cancer"
"762458004","Primary endometrioid carcinoma of endometrium of body of uterus (disorder)","cancer"
"766979005","Squamous cell carcinoma of rectum (disorder)","cancer"
"813671000000107","Secondary malignant neoplasm of liver and intrahepatic bile duct (disorder)","cancer"
"83270006","Neoplastic pleural effusion (disorder)","cancer"
"91281000119103","Secondary adenocarcinoma of bone (disorder)","cancer"
"93133006","Letterer-Siwe disease of intra-abdominal lymph nodes (disorder)","cancer"
"93137007","Letterer-Siwe disease of lymph nodes of head, face AND/OR neck (disorder)","cancer"
"93140007","Letterer-Siwe disease of spleen (disorder)","cancer"
"93184007","Malignant histiocytosis of intrathoracic lymph nodes (disorder)","cancer"
"93209006","Malignant melanoma of perianal skin (disorder)","cancer"
"93210001","Malignant melanoma of skin of abdomen (disorder)","cancer"
"93661001","Primary malignant neoplasm of acromion (disorder)","cancer"
"93665005","Primary malignant neoplasm of adrenal gland (disorder)","cancer"
"93669004","Primary malignant neoplasm of anal canal (disorder)","cancer"
"93676009","Primary malignant neoplasm of anus (disorder)","cancer"
"93679002","Primary malignant neoplasm of appendix (disorder)","cancer"
"93683002","Primary malignant neoplasm of ascending colon (disorder)","cancer"
"93734005","Primary malignant neoplasm of bronchus (disorder)","cancer"
"93753000","Primary malignant neoplasm of cheek (disorder)","cancer"
"93761005","Primary malignant neoplasm of colon (disorder)","cancer"
"93769007","Primary malignant neoplasm of cuboid (disorder)","cancer"
"93771007","Primary malignant neoplasm of descending colon (disorder)","cancer"
"93775003","Primary malignant neoplasm of duodenum (disorder)","cancer"
"93782004","Primary malignant neoplasm of epicardium (disorder)","cancer"
"93784003","Primary malignant neoplasm of epiglottis (disorder)","cancer"
"93796005","Primary malignant neoplasm of female breast (disorder)","cancer"
"93889000","Primary malignant neoplasm of maxillary sinus (disorder)","cancer"
"93934004","Primary malignant neoplasm of ovary (disorder)","cancer"
"93950007","Primary malignant neoplasm of patella (disorder)","cancer"
"93974005","Primary malignant neoplasm of prostate (disorder)","cancer"
"93980002","Primary malignant neoplasm of rectosigmoid junction (disorder)","cancer"
"93984006","Primary malignant neoplasm of rectum (disorder)","cancer"
"93995000","Primary malignant neoplasm of sacrococcygeal region (disorder)","cancer"
"94000008","Primary malignant neoplasm of sebaceous gland (disorder)","cancer"
"94087009","Primary malignant neoplasm of testis (disorder)","cancer"
"94101009","Primary malignant neoplasm of tongue (disorder)","cancer"
"94102002","Primary malignant neoplasm of tonsillar fossa (disorder)","cancer"
"94105000","Primary malignant neoplasm of transverse colon (disorder)","cancer"
"94125001","Primary malignant neoplasm of urinary system (disorder)","cancer"
"94143002","Primary malignant neoplasm of vulva (disorder)","cancer"
"94243009","Secondary malignant neoplasm of central nervous system (disorder)","cancer"
"94280003","Secondary malignant neoplasm of endocrine gland (disorder)","cancer"
"94300004","Secondary malignant neoplasm of femur (disorder)","cancer"
"94326009","Secondary malignant neoplasm of head (disorder)","cancer"
"94344001","Secondary malignant neoplasm of intercostal lymph nodes (disorder)","cancer"
"94361000000105","Breast cancer detected by national screening programme (disorder)","cancer"
"94376006","Secondary malignant neoplasm of left upper lobe of lung (disorder)","cancer"
"94389000","Secondary malignant neoplasm of lumbar vertebral column (disorder)","cancer"
"94397007","Secondary malignant neoplasm of lymph nodes of neck (disorder)","cancer"
"94454001","Secondary malignant neoplasm of oropharynx (disorder)","cancer"
"94478006","Secondary malignant neoplasm of pelvic bone (disorder)","cancer"
"94480000","Secondary malignant neoplasm of pelvis (disorder)","cancer"
"94494004","Secondary malignant neoplasm of popliteal lymph nodes (disorder)","cancer"
"94514000","Secondary malignant neoplasm of renal pelvis (disorder)","cancer"
"94531007","Secondary malignant neoplasm of scrotum (disorder)","cancer"
"94634005","Secondary malignant neoplasm of thyroid gland (disorder)","cancer"
"94641004","Secondary malignant neoplasm of trachea (disorder)","cancer"
"9541000119105","Primary adenocarcinoma of gallbladder (disorder)","cancer"
"956351000000100","Malignant melanoma stage IB (finding)","cancer"
"956411000000108","Malignant melanoma stage IIC (finding)","cancer"
"956451000000107","Malignant melanoma stage IIIB (finding)","cancer"
"956471000000103","Malignant melanoma stage IIIC (finding)","cancer"
"956551000000106","Malignant melanoma stage IV M1c (finding)","cancer"
"255096006","Malignant tumor of dermis (disorder)","cancer"
"402537005","Metastatic basal cell carcinoma (disorder)","cancer"
"93956001","Primary malignant neoplasm of perianal skin (disorder)","cancer"
"107691000119101","Non-seminomatous germ cell neoplasm of testis (disorder)","cancer"
"1078881000119102","Primary adenocarcinoma of lower lobe of left lung (disorder)","cancer"
"1078901000119100","Primary adenocarcinoma of upper lobe of left lung (disorder)","cancer"
"1080941000119109","Malignant melanoma of left choroid (disorder)","cancer"
"1081551000119106","Recurrent primary malignant neoplasm of left female breast (disorder)","cancer"
"1081561000119108","Recurrent primary malignant neoplasm of right female breast (disorder)","cancer"
"1082311000119107","Transitional cell carcinoma of right ureter (disorder)","cancer"
"1090081000000106","Secondary malignant neoplasm of paratracheal lymph nodes (disorder)","cancer"
"1090131000000106","Secondary malignant neoplasm of anterior cervical lymph nodes (disorder)","cancer"
"1090171000000108","Secondary malignant neoplasm of sacral lymph nodes (disorder)","cancer"
"1090181000000105","Secondary malignant neoplasm of inferior epigastric lymph nodes (disorder)","cancer"
"1090191000000107","Secondary malignant neoplasm of coeliac lymph nodes (disorder)","cancer"
"1090201000000109","Secondary malignant neoplasm of deep inguinal lymph nodes (disorder)","cancer"
"1090251000000105","Malignant neoplasm of nose (disorder)","cancer"
"1090261000000108","Malignant neoplasm of descended testis (disorder)","cancer"
"1090271000000101","Malignant neoplasm of ventral surface of tongue (disorder)","cancer"
"1090291000000102","Malignant neoplasm of prepylorus of stomach (disorder)","cancer"
"1090301000000103","Malignant neoplasm of flank (disorder)","cancer"
"1090821000000101","Malignant neoplasm of bone and articular cartilage (disorder)","cancer"
"1090881000000100","Malignant neoplasm of bronchus or lung (disorder)","cancer"
"1090891000000103","Malignant neoplasm of connective and soft tissues of trunk (disorder)","cancer"
"1090901000000102","Malignant neoplasm of peripheral nerves of trunk (disorder)","cancer"
"1090921000000106","Malignant neoplasm of jaw (disorder)","cancer"
"1090941000000104","Malignant neoplasm of inguinal region (disorder)","cancer"
"109348004","Overlapping malignant neoplasm of bone and articular cartilage of limbs (disorder)","cancer"
"109386008","Kaposi's sarcoma of skin (disorder)","cancer"
"109824000","Overlapping malignant neoplasm of major salivary gland (disorder)","cancer"
"109842005","Intrahepatic bile duct carcinoma (disorder)","cancer"
"1098981000119101","Recurrent malignant neoplasm of prostate (disorder)","cancer"
"109982002","Alpha heavy chain disease (disorder)","cancer"
"109984001","Gamma heavy chain disease (disorder)","cancer"
"109994006","Essential thrombocythemia (disorder)","cancer"
"109998009","Refractory anemia with ringed sideroblasts (disorder)","cancer"
"116381000119105","Ganglioneuroblastoma (disorder)","cancer"
"12240951000119107","Squamous cell carcinoma of left lung (disorder)","cancer"
"123845008","Adenocarcinoma of endometrium (disorder)","cancer"
"128041000119107","Primary adenocarcinoma of distal third of esophagus (disorder)","cancer"
"15635721000119108","Primary malignant neoplasm of both ovaries (disorder)","cancer"
"18121000119104","Primary squamous cell carcinoma of palatine tonsil (disorder)","cancer"
"187634003","Malignant tumor of anterior two-thirds of tongue - dorsal surface (disorder)","cancer"
"187635002","Malignant neoplasm of midline of tongue (disorder)","cancer"
"187809000","Malignant neoplasm of mesocolon (disorder)","cancer"
"187834000","Malignant tumor of Eustachian tube (disorder)","cancer"
"187940008","Malignant neoplasm of carpal bone - pisiform (disorder)","cancer"
"187941007","Malignant neoplasm of carpal bone - trapezium (disorder)","cancer"
"187946002","Malignant neoplasm of second metacarpal bone (disorder)","cancer"
"187948001","Malignant neoplasm of fourth metacarpal bone (disorder)","cancer"
"187977000","Malignant neoplasm of fifth metatarsal bone (disorder)","cancer"
"188006008","Malignant neoplasm of connective and soft tissue of great toe (disorder)","cancer"
"188023004","Malignant neoplasm of connective and soft tissue of sacrum or coccyx (disorder)","cancer"
"188208002","Malignant neoplasm of Gartner's duct (disorder)","cancer"
"188265001","Malignant neoplasm of crystalline lens (disorder)","cancer"
"188266000","Malignant neoplasm of sclera (disorder)","cancer"
"188302003","Malignant neoplasm of tapetum (disorder)","cancer"
"188313000","Malignant neoplasm of cerebral arachnoid mater (disorder)","cancer"
"188318009","Malignant neoplasm of spinal arachnoid mater (disorder)","cancer"
"188662007","Mast cell malignancy of lymph nodes of head, face and neck (disorder)","cancer"
"188664008","Mast cell malignancy of intra-abdominal lymph nodes (disorder)","cancer"
"188668006","Mast cell malignancy of spleen (disorder)","cancer"
"230685009","Myasthenia gravis associated with thymoma (disorder)","cancer"
"231833004","Sebaceous adenocarcinoma of eyelid (disorder)","cancer"
"231835006","Kaposi's sarcoma of eyelid (disorder)","cancer"
"237833006","Carcinoid crisis (disorder)","cancer"
"253042009","Myxoid dermatofibrosarcoma protuberans (disorder)","cancer"
"254389005","Carcinoma of vermilion border of upper lip (disorder)","cancer"
"254412006","Malignant tumor of tip of tongue (disorder)","cancer"
"254424004","Carcinoma of upper gum (disorder)","cancer"
"254425003","Carcinoma of lower gum (disorder)","cancer"
"254427006","Carcinoma of anterior part of floor of mouth (disorder)","cancer"
"254434008","Carcinoma of hard palate (disorder)","cancer"
"254457002","Carcinoma of retromolar area (disorder)","cancer"
"254466003","Carcinoma of sublingual gland (disorder)","cancer"
"254474002","Malignant tumor of nasal skeleton (disorder)","cancer"
"254478004","Malignant tumor of inferior turbinate (disorder)","cancer"
"254503007","Malignant tumor of inferior surface of soft palate (disorder)","cancer"
"254509006","Malignant tumor of anterior commissure (disorder)","cancer"
"254517003","Malignant tumor of suprahyoid epiglottis (disorder)","cancer"
"254539001","Carcinoma of thoracic part of esophagus (disorder)","cancer"
"254543002","Carcinoma of abdominal part of esophagus (disorder)","cancer"
"254547001","Carcinoma of upper third of esophagus (disorder)","cancer"
"254555008","Carcinoma of fundus of stomach (disorder)","cancer"
"254557000","Carcinoma of body of stomach (disorder)","cancer"
"254561006","Carcinoma of pylorus (disorder)","cancer"
"254567005","Carcinoma of greater curve of stomach (disorder)","cancer"
"254570009","Carcinoma of duodenum (disorder)","cancer"
"254586002","Malignant tumor of anorectal junction (disorder)","cancer"
"254609000","Carcinoma of ampulla of Vater (disorder)","cancer"
"254611009","Malignant tumor of endocrine pancreas (disorder)","cancer"
"254612002","Carcinoma of endocrine pancreas (disorder)","cancer"
"254619006","Adenoid cystic carcinoma of trachea (disorder)","cancer"
"254622008","Squamous cell carcinoma of bronchus (disorder)","cancer"
"254625005","Malignant tumor of lung parenchyma (disorder)","cancer"
"254627002","Carcinoid tumor of lung (disorder)","cancer"
"254628007","Carcinoma of lung parenchyma (disorder)","cancer"
"254631008","Giant cell carcinoma of lung (disorder)","cancer"
"254632001","Small cell carcinoma of lung (disorder)","cancer"
"254633006","Oat cell carcinoma of lung (disorder)","cancer"
"254635004","Epithelioid hemangioendothelioma of lung (disorder)","cancer"
"254707006","Malignant skin tumor with eccrine differentiation (disorder)","cancer"
"254708001","Eccrine porocarcinoma of skin (disorder)","cancer"
"254711000","Adenoid cystic eccrine carcinoma of skin (disorder)","cancer"
"254726003","Malignant skin tumor with apocrine differentiation (disorder)","cancer"
"254732008","Acral lentiginous malignant melanoma of skin (disorder)","cancer"
"254734009","Malignant melanoma arising in congenital nevus (disorder)","cancer"
"254764001","Peripheral neuroepithelioma (disorder)","cancer"
"254771006","Cutaneous leiomyosarcoma (disorder)","cancer"
"254794007","Angiosarcoma of skin (disorder)","cancer"
"254828009","Malignant lipomatous tumor (disorder)","cancer"
"254829001","Liposarcoma (disorder)","cancer"
"254838004","Carcinoma of breast (disorder)","cancer"
"254840009","Inflammatory carcinoma of breast (disorder)","cancer"
"254841008","Cancer en cuirasse (disorder)","cancer"
"254849005","Malignant epithelial tumor of ovary (disorder)","cancer"
"254850005","Serous papillary cystadenocarcinoma ovary (disorder)","cancer"
"254851009","Mucinous cystadenocarcinoma of ovary (disorder)","cancer"
"254852002","Endometrioid carcinoma ovary (disorder)","cancer"
"254855000","Mixed epithelial tumor of ovary (disorder)","cancer"
"254856004","Undifferentiated carcinoma of ovary (disorder)","cancer"
"254869000","Malignant germ cell tumor of ovary (disorder)","cancer"
"254870004","Choriocarcinoma of ovary (disorder)","cancer"
"254871000","Immature teratoma of ovary (disorder)","cancer"
"254872007","Embryonal carcinoma of ovary (disorder)","cancer"
"254877001","Sarcoma of uterus (disorder)","cancer"
"254878006","Endometrial carcinoma (disorder)","cancer"
"254886006","Squamous cell carcinoma of cervix (disorder)","cancer"
"254888007","Adenosquamous carcinoma of cervix (disorder)","cancer"
"254893005","Carcinoma of vagina (disorder)","cancer"
"254896002","Malignant melanoma of vulva (disorder)","cancer"
"254900004","Carcinoma of prostate (disorder)","cancer"
"254918001","Sarcoma of kidney (disorder)","cancer"
"254934003","Malignant tumor of urethral stump (disorder)","cancer"
"254938000","Astrocytoma of brain (disorder)","cancer"
"254940005","Oligodendroglioma of brain (disorder)","cancer"
"254948003","Astrocytoma of spinal cord (disorder)","cancer"
"254950006","Oligodendroglioma of spinal cord (disorder)","cancer"
"254969001","Malignant tumor of olfactory tract (disorder)","cancer"
"254972008","Malignant tumor of optic nerve and sheath (disorder)","cancer"
"254983004","Malignant tumor of spinal nerve and sheath (disorder)","cancer"
"254987003","Adenoid cystic carcinoma of lacrimal gland (disorder)","cancer"
"254988008","Adenocarcinoma of lacrimal gland (disorder)","cancer"
"254989000","Carcinoma ex pleomorphic adenoma of lacrimal gland (disorder)","cancer"
"254990009","Mucoepidermoid tumor of lacrimal gland (disorder)","cancer"
"254994000","Rhabdomyosarcoma of orbit (disorder)","cancer"
"254996003","Malignant fibrous histiocytoma of orbit (disorder)","cancer"
"255008003","Squamous cell carcinoma of cornea (disorder)","cancer"
"255012009","Malignant melanoma of iris (disorder)","cancer"
"255021005","Malignant melanoma of choroid (disorder)","cancer"
"255031003","Anaplastic thyroid carcinoma (disorder)","cancer"
"255032005","Medullary thyroid carcinoma (disorder)","cancer"
"255044008","Malignant pinealoma (disorder)","cancer"
"255072001","Malignant tumor of salivary gland (disorder)","cancer"
